SEC Region,Organization CRD#,SEC#,Firm Type,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,Website Address,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),7B,10A,11,11A(1),11A(2),11B(1),11B(2),11C(1),11C(2),11C(3),11C(4),11C(5),11D(1),11D(2),11D(3),11D(4),11D(5),11E(1),11E(2),11E(3),11E(4),11F,11G,11H(1)(a),11H(1)(b),11H(1)(c),11H(2)
CHRO,162652,802-114511,ERA,"MILL CITY CAPITAL, L.P.","MILL CITY CAPITAL, L.P.",1161 WAYZATA BLVD E,# 407,WAYZATA,MN,United States,55391,612-238-9502,612-238-9501,0,,,,,,,ERA - Active,11/29/2018,,3/30/2022,Oct-21,HTTP://WWW.MILLCITYCAPITAL.COM,N,N,N,,,N,N,Y,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,314513,802-121303,ERA,FIFTHDELTA LIMITED,FIFTHDELTA LIMITED,1ST FLOOR,15 SACKVILLE STREET,LONDON,,United Kingdom,W1S 3DJ,4.4204E+11,,0,,,,,,,ERA - Active,4/26/2021,,3/31/2022,Oct-21,https://www.linkedin.com/company/fifthdelta/about/,Y,N,N,,213800WJOKU5HSEOIQ31,N,Y,N,Corporation,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,159746,802-74850,ERA,"SIGNAL PEAK VENTURES, LLC","SIGNAL PEAK VENTURES, LLC","2755 E. COTTONWOOD PARKWAY, SUITE 520",,SALT LAKE CITY,UT,United States,84121,801-942-8999,801-942-1636,0,,,,,,,ERA - Active,3/23/2012,,3/31/2022,Oct-21,HTTP://WWW.SPV.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,171174,802-120740,ERA,A.CAPITAL VENTURES,"A CAPITAL MANAGEMENT, LLC",100 PINE STREET,SUITE 3300,SAN FRANCISCO,CA,United States,94111,415-937-0697,,0,,,,,,,ERA - Active,3/9/2021,,3/29/2022,Oct-21,HTTP://ACAPITAL.COM/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,163545,802-75801,ERA,"CBRE INVESTMENT MANAGEMENT (SHANGHAI) CO., LTD.","CBRE INVESTMENT MANAGEMENT (SHANGHAI) CO., LTD.","UNIT 2510, PHASE II, SHANGHAI IFC","8 CENTURY AVENUE, PUDONG",SHANGHAI,,China,200120,86-21-2035-8000,86-21-6841-0920,0,,,,,,,ERA - Active,3/30/2012,,3/31/2022,Oct-21,http://www.cbreim.com,N,N,N,,,N,Y,N,Other (specify),CHINA LIMITED COMPANY,DECEMBER,,China,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ARO,312389,802-121727,ERA,"EAGLES COAST PE FUND MANAGEMENT, LLC","EAGLES COAST PE FUND MANAGEMENT, LLC",997 MORRISON DRIVE,SUITE 504,CHARLESTON,SC,United States,29403,843-800-0491,,0,,,,,,,ERA - Active,6/9/2021,,3/28/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,SC,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,316706,802-122451,ERA,"ZHENLI INTERNATIONAL CO., LTD.","ZHENLI INTERNATIONAL CO., LTD.",1312 17TH STREET,SUITE 692,DENVER,CO,United States,80202,8189272297,,0,,,,,,,ERA - Active,9/6/2021,,9/6/2021,Mar-20,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,CO,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ARO,314905,802-121590,ERA,"CHOICE EQUITIES CAPITAL PARTNERS, LLC","CHOICE EQUITIES CAPITAL PARTNERS, LLC",2626 GLENWOOD AVENUE,SUITE 300,RALEIGH,NC,United States,27608,984-884-5911,,0,,,,,,,ERA - Active,5/25/2021,,3/31/2022,Oct-21,https://twitter.com/choice_equities?lang=en,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,NC,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,311053,802-119869,ERA,TURNSPIRE CAPITAL PARTNERS LLC,TURNSPIRE CAPITAL PARTNERS LLC,19 WEST 44TH STREET,SUITE 1410,NEW YORK,NY,United States,10036,646-558-1617,,0,,,,,,,ERA - Active,10/27/2020,,3/31/2022,Oct-21,https://www.linkedin.com/company/turnspire-capital-partners,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,288175,802-110288,ERA,"GAN VENTURES, LLC","GAN VENTURES, LLC","1031 33RD STREET,",SUITE 231,DENVER,CO,United States,80205,303-718-1774,,0,,,,,,,ERA - Active,3/28/2017,,3/31/2022,Oct-21,HTTP://WWW.GAN.VENTURES,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,CO,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,162463,802-75173,ERA,DFJ GROWTH,"DFJ GROWTH MANAGEMENT, LLC",2882 SAND HILL ROAD,SUITE 150,MENLO PARK,CA,United States,94025,650-233-9000,650-233-9233,0,,,,,,,ERA - Active,3/28/2012,,5/20/2022,Oct-21,HTTP://WWW.DFJGROWTH.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,161796,802-74434,ERA,"BEE PARTNERS MANAGEMENT COMPANY, LLC","BEE PARTNERS MANAGEMENT COMPANY, LLC","50 OSGOOD PLACE, SUITE 220A",,SAN FRANCISCO,CA,United States,94133,4155194707,,0,,,,,,,ERA - Active,2/24/2012,,3/30/2022,Oct-21,HTTPS://TWITTER.COM/BEEPARTNERS,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,152244,802-74901,ERA,"BML CAPITAL MANAGEMENT, LLC","BML CAPITAL MANAGEMENT, LLC",65 E CEDAR,SUITE 2,ZIONSVILLE,IN,United States,46077,317-344-2447,3173446690,0,,,,,,,ERA - Active,3/26/2012,,2/3/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,IN,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,163005,802-76134,ERA,POTOMAC CAPITAL MANAGEMENT INC.,POTOMAC CAPITAL MANAGEMENT INC.,299 PARK AVENUE,21ST FLOOR,NEW YORK,NY,United States,10171,212-257-6082,917-464-8048,0,,,,,,,ERA - Active,3/30/2012,,1/27/2022,Oct-21,,N,N,N,,,N,Y,N,Corporation,,DECEMBER,NY,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,162041,802-106481,ERA,"ALTA COMMUNICATIONS, INC.","ALTA COMMUNICATIONS, INC.",30 MONUMENT SQUARE,SUITE 302,CONCORD,MA,United States,1742,617-956-1318,617-262-9779,0,,,,,,,ERA - Active,7/27/2015,,3/31/2022,Oct-21,,N,N,N,,,N,Y,N,Corporation,,DECEMBER,MA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,289786,802-111765,ERA,"HWVP MANAGEMENT COMPANY, L.L.C.","HWVP MANAGEMENT COMPANY, L.L.C.",50 FRANCISCO,SUITE 450,SAN FRANCISCO,CA,United States,94133,4159799600,4159799601,0,,,,,,,ERA - Active,8/29/2017,,3/31/2022,Oct-21,HTTP://WWW.HWVP.COM,N,N,N,,,Y,N,Y,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,168427,802-79672,ERA,"SKALE INVESTMENTS, PTE. LTD.","SKALE INVESTMENTS, PTE. LTD.",160 ROBINSON ROAD #11-08,SBF CENTER,SINGAPORE,,Singapore,68914,65-6593-6712,,0,,,,,,,ERA - Active,4/21/2014,,3/15/2022,Oct-21,HTTPS://WWW.SKALEINVESTMENTS.COM/,Y,N,N,,5493000XPA0BMNDLM080,N,Y,N,Other (specify),PRIVATE LIMITED COMPANY,DECEMBER,,Singapore,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,314443,802-122887,ERA,WARBURG-SERRES INVESTMENTS LLC,WARBURG-SERRES INVESTMENTS LLC,18 MAIN STREET,,CONCORD,MA,United States,1742,415-323-5881,,0,,,,,,,ERA - Active,11/16/2021,,3/30/2022,Oct-21,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,161920,802-107790,ERA,BRIDGEPOINT ADVISERS LIMITED,BRIDGEPOINT ADVISERS LIMITED,95 WIGMORE STREET,,LONDON,,United Kingdom,W1U 1FB,+44 (0)20 7034 3500,,0,,,,,,,ERA - Active,4/29/2016,,3/31/2022,Oct-21,HTTP://WWW.BRIDGEPOINT.EU,Y,N,N,,213800DBUPOWGFXI8P63,N,Y,N,Corporation,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ARO,163196,802-75491,ERA,COPELEY CAPITAL,COPELEY CAPITAL MANAGEMENT COMPANY,112 SOUTH TRYON STREET,SUITE 850,CHARLOTTE,NC,United States,28284,704-409-3070,704-409-3075,0,,,,,,,ERA - Active,3/29/2012,,3/16/2021,Mar-20,HTTP://WWW.COPELEYCAPITAL.COM,N,N,N,,,N,Y,N,Corporation,,DECEMBER,NC,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,165365,802-77268,ERA,PRANA REAL ESTATE FINANCE LLC,PRANA REAL ESTATE FINANCE LLC,1995 BROADWAY,10TH FLOOR,NEW YORK,NY,United States,10023,212-373-6160,212-362-3376,0,,,,,,,ERA - Active,10/11/2012,,3/28/2022,Oct-21,HTTP://WWW.PRANAINVESTMENTS.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,291490,802-112246,ERA,"MDC CAPITAL PARTNERS (VENTURES) IM, LLC","MDC CAPITAL PARTNERS (VENTURES) IM, LLC","AL SILA TOWER, 17TH FLOOR",ADGM SQUARE,"AL MARYAH ISLAND, ABU DHABI",,United Arab Emirates,0,971-2413-0000,971-2413-0001,0,,,,,,,ERA - Active,12/1/2017,,3/31/2022,Oct-21,https://www.mubadala.com/en/what-we-do/capital/ventures,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,170879,802-80599,ERA,"EAST WEST GLOBAL, LLC","EAST WEST GLOBAL, LLC",513 CENTRAL AVE,SUITE 401,HIGHLAND PARK,IL,United States,60035,847-780-8977,,0,,,,,,,ERA - Active,11/10/2014,,3/31/2022,Oct-21,HTTP://WWW.EWGFUNDS.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
HQ,188519,802-105477,ERA,TAEL MANAGEMENT CO. (CAYMAN) LTD,TAEL MANAGEMENT CO. (CAYMAN) LTD,UNIT A-18-8 MENARA UOA BANGSAR,NO. 5 JALAN BANGSAR UTAMA 1,KUALA LUMPUR,,Malaysia,59000,+603 22970180,+603 22970168,5,,,,,,,ERA - Active,7/24/2015,,3/29/2022,Oct-21,HTTP://WWW.TAELPARTNERS.COM,N,N,N,,,N,Y,N,Other (specify),CAYMAN ISLANDS EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,171649,802-79868,ERA,HDH CAPITAL MANAGEMENT PTE. LTD.,HDH CAPITAL MANAGEMENT PTE. LTD.,350 ORCHARD ROAD #21-02,,SINGAPORE,,Singapore,238868,65-6557-6033,65-6336-7605,0,,,,,,,ERA - Active,5/29/2014,,3/8/2022,Oct-21,HTTP://WWW.HDHCAPITAL.COM,Y,N,N,,549300UGH82EVRR7F761,N,Y,N,Corporation,,DECEMBER,,Singapore,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,309959,802-119735,ERA,MAVERICK VENTURES ISRAEL,MAVERICK VENTURES GP LTD.,26 NACHMANI STREET,,TEL AVIV,,Israel,6579444,011-972-54-423-7799,,0,,,,,,,ERA - Active,10/5/2020,,3/29/2022,Oct-21,https://www.maverick.vc/,N,N,N,,,Y,Y,N,Corporation,,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,138920,802-114761,ERA,"EMERGING SOVEREIGN GROUP, LLC","EMERGING SOVEREIGN GROUP, LLC",,,,,,,212-813-4600,,0,,,,,,,ERA - Active,1/30/2019,,3/29/2022,Oct-21,,N,N,N,,DOS7WQ4WM5KE7ENZTD71,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,309465,802-120936,ERA,"POND IMAGE CAPITAL MANAGEMENT, LLC","POND IMAGE CAPITAL MANAGEMENT, LLC",,,,,,,646-765-9000,,0,,,,,,,ERA - Active,3/25/2021,,4/29/2022,Oct-21,https://pondimagecapital.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,318277,802-123394,ERA,DRY LINE PARTNERS LLC,DRY LINE PARTNERS LLC,3707 N. ST MARYS STREET SUITE 200,,SAN ANTONIO,TX,United States,78212,650-804-1246,,0,,,,,,,ERA - Active,2/4/2022,,2/4/2022,Oct-21,https://www.drylinepartners.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,283298,802-107594,ERA,ACRE VENTURE PARTNERS,"AVP MANAGEMENT COMPANY, LLC",,,,,,,(310) 912-2495,,0,,,,,,,ERA - Active,3/29/2016,,3/18/2022,Oct-21,HTTP://ACRE.VC/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,293169,802-113666,ERA,PRINCEVILLE CAPITAL,PRINCEVILLE CAPITAL,"C/O MAPLES CORPORATE SERVICES LIMITED,",UGLAND HOUSE,GRAND CAYMAN,,Cayman Islands,KY1-1104,345-949-8066,,2,"49/F, ONE EXCHANGE SQUARE",8 CONNAUGHT PLACE,CENTRAL,,Hong Kong,,ERA - Active,6/22/2018,,4/8/2022,Oct-21,https://www.princeville-capital.com/princeville-global,Y,N,N,,,Y,N,N,Other (specify),CAYMAN ISLANDS EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,304814,802-117801,ERA,"STRIX LEVIATHAN I, LLC","STRIX LEVIATHAN I, LLC",,,,,,,425 381-2991,,0,"1037 NE 65TH, #80884",,SEATTLE,WA,United States,98115,ERA - Active,11/15/2019,,3/30/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,309640,802-119556,ERA,"BIOSPRING MANAGEMENT PARTNERS, L.P.","BIOSPRING MANAGEMENT PARTNERS, L.P.",50 WEST 57TH STREET,7TH FLOOR,NEW YORK,NY,United States,10019,617-937-2365,,0,,,,,,,ERA - Active,8/31/2020,,3/31/2022,Oct-21,https://biospring.com,N,N,N,,,Y,N,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,162165,802-76489,ERA,BEIJING HONY YUANFANG INVESTMENT CONSULTING COMPANY LIMITED,BEIJING HONY YUANFANG INVESTMENT CONSULTING COMPANY LIMITED,"6F, SOUTH TOWER C, RAYCOM INFO TECH PARK","NO. 2, KEXUEYUAN SOUTH ROAD, HAIDIAN DISTRICT",BEIJING,,China,100190,8610 8265 5888,8610 8265 5800,2,,,,,,,ERA - Active,4/4/2012,,2/28/2022,Oct-21,HTTP://WWW.HONYCAPITAL.COM,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,China,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,311206,802-120421,ERA,LABURNUM CAPITAL ADVISORS PRIVATE LIMITED,LABURNUM CAPITAL ADVISORS PRIVATE LIMITED,D-64 DEFENCE COLONY,3RD FLOOR,NEW DELHI,,India,110024,91 11 4101 5694,,0,,,,,,,ERA - Active,1/31/2021,,6/30/2021,Mar-20,https://www.lab-cap.com,Y,N,N,,,N,Y,N,Other (specify),PRIVATE LIMITED COMPANY,MARCH,,India,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,291942,802-112709,ERA,"BCCM ADVISORS, LLC","BCCM ADVISORS, LLC",5000 WEST 36TH STREET,SUITE 200,MINNEAPOLIS,MN,United States,55416,612-200-1740,,2,,,,,,,ERA - Active,2/26/2018,,5/4/2021,Mar-20,HTTP://BCCMADVISORS.COM,N,N,N,,2549001MH3Z6EPK9H737,N,Y,N,Limited Liability Company,,MARCH,DE,United States,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,300608,802-122785,ERA,"SUMITOMO MITSUI TRUST ASSET MANAGEMENT CO., LTD.","SUMITOMO MITSUI TRUST ASSET MANAGEMENT CO., LTD.",SUMITOMO FUDOSAN ONARIMON TOWER,1-1-1 SHIBAKOEN,"MINATO-KU, TOKYO",,Japan,105-0011,-9875,,0,,,,,,,ERA - Active,11/1/2021,,5/26/2022,Oct-21,https://www.linkedin.com/company/sumitomo-mitsui-trust-asset-management-co-ltd/,Y,N,N,,3538002T9X578N5DLD64,N,Y,N,Other (specify),LIMITED COMPANY (LTD.),MARCH,,Japan,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,315330,802-122452,ERA,INVESTSORNAY,INVESTSORNAY,MAPLES CORPORATE SERVICES LIMITED,"BOX 309, UGLAND HOUSE",GRAND CAYMAN,,Cayman Islands,KY1-1104,+1 917-945-1540,,0,79 MAUERKIRCHERSTRASSE,,MUNICH,,Germany,81925,ERA - Active,9/6/2021,,3/14/2022,Oct-21,,N,N,N,,,N,Y,N,Other (specify),CAYMAN ISLANDS EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,308380,802-118511,ERA,INVESTMENT ADVISORY,ANCALA PARTNERS LLP,"KING'S HOUSE, 36-37 KING STREET",,LONDON,,United Kingdom,EC2V 8BB,+44 208 059 0320,,0,,,,,,,ERA - Active,3/24/2020,,8/6/2021,Mar-20,https://www.ancala.com/,Y,N,N,,2138001DPW6TKB58B125,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,290704,802-113159,ERA,ALBACORE CAPITAL LLP,ALBACORE CAPITAL LLP,55 ST. JAMES'S STREET,,LONDON,,United Kingdom,SW1A 1LA,+44 207 881 6000,,0,,,,,,,ERA - Active,4/5/2018,,4/29/2022,Oct-21,HTTPS://WWW.ALBACORECAPITAL.COM/,Y,N,N,,635400G8VC9URBYCEM54,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
